area,average_storey_height,number_of_chimneys_main_heating,number_of_chimneys_secondary_heating,number_of_chimneys_other,number_of_open_flues_main_heating,number_of_open_flues_secondary_heating,number_of_open_flues_other,number_of_intermittant_fans_total,number_of_passive_vents_total,number_of_flueless_gas_fires_total,air_permeability_value_q50,number_of_storeys_in_the_dwelling,structural_infiltration,suspended_wooden_ground_floor_infiltration,no_draft_lobby_infiltration,percentage_of_windows_and_doors_draught_proofed,number_of_sides_on_which_dwelling_is_sheltered,monthly_average_wind_speed,applicable_case,mechanical_ventilation_air_change_rate_through_system,exhaust_air_heat_pump_using_Appendix_N,mechanical_ventilation_throughput_factor,efficiency_allowing_for_in_use_factor,solid_door_net_area,solid_door_u_value,semi_glazed_door_net_area,semi_glazed_door_u_value,window_net_area,window_u_value,roof_window_net_area,roof_window_u_value,basement_floor_net_area,basement_floor_u_value,basement_floor_heat_capacity,ground_floor_net_area,ground_floor_u_value,ground_floor_heat_capacity,exposed_floor_net_area,exposed_floor_u_value,exposed_floor_heat_capacity,basement_wall_gross_area,basement_wall_opening,basement_wall_u_value,basement_wall_heat_capacity,external_wall_gross_area,external_wall_opening,external_wall_u_value,external_wall_heat_capacity,roof_gross_area,roof_opening,roof_u_value,roof_heat_capacity,party_wall_net_area,party_wall_u_value,party_wall_heat_capacity,party_floor_net_area,party_floor_heat_capacity,party_ceiling_net_area,party_ceiling_heat_capacity,internal_wall_net_area,internal_wall_heat_capacity,internal_floor_net_area,internal_floor_heat_capacity,internal_ceiling_net_area,internal_ceiling_heat_capacity,thermal_bridges_appendix_k,assumed_occupancy,V_dm_table_1c,days_in_month,T_table_1d,water_storage_loss_manufacturer,temperature_factor_table_2b,storage_volume_litres,hot_water_storage_loss_table_2,volume_factor_table_2a,Vs_appendix_G3,solar_storage_WWHRS_factor,primary_circuit_loss_table_3,combi_loss_table_3,solar_DHW_input_appendix_G,number_of_low_energy_light_bulbs,total_number_of_light_bulbs,frame_factor,window_area,light_access_factor_table_6d,light_transmittance_factor_table_6d,month_number,pumps_and_fans_gains,solar_radiation_horizontal_plane_monthly_table_U3,solar_declination_monthly_table_U3,location_latitude_table_U4,p_tilt,access_factor_table_6d_north,access_factor_table_6d_north_east,access_factor_table_6d_east,access_factor_table_6d_south_east,access_factor_table_6d_south,access_factor_table_6d_south_west,access_factor_table_6d_west,access_factor_table_6d_north_west,access_factor_table_6d_roof_windows,area_north,area_north_east,area_east,area_south_east,area_south,area_south_west,area_west,area_north_west,area_roof_windows,solar_flux_roof_windows,g_table_6b_north,g_table_6b_north_east,g_table_6b_east,g_table_6b_south_east,g_table_6b_south,g_table_6b_south_west,g_table_6b_west,g_table_6b_north_west,g_table_6b_roof_windows,FF_table_6b_north,FF_table_6b_north_east,FF_table_6b_east,FF_table_6b_south_east,FF_table_6b_south,FF_table_6b_south_west,FF_table_6b_west,FF_table_6b_north_west,FF_table_6b_roof_windows,heating_controls,temperature_during_heating_living_room,monthly_external_temperature_table_U1,hours_heating_is_off_1_weekday_living_room,hours_heating_is_off_2_weekday_living_room,hours_heating_is_off_1_weekend_living_room,hours_heating_is_off_2_weekend_living_room,hours_heating_is_off_1_weekday_rest_of_dwelling,hours_heating_is_off_2_weekday_rest_of_dwelling,hours_heating_is_off_1_weekend_rest_of_dwelling,hours_heating_is_off_2_weekend_rest_of_dwelling,responsiveness_of_heating_system,living_room_area,temperature_adjustment_table_4e,fraction_of_space_heat_secondary_system,fraction_of_space_heat_from_main_system_2,efficiency_of_main_space_heating_system_1,efficiency_of_main_space_heating_system_2,efficiency_of_secondary_space_heating_system,cooling_system_energy_efficiency_ratio_table_10c,water_heater_type,efficiency_of_water_heater_adjustment_table_4c,efficiency_of_water_heater,space_cooling_requirement_monthly,electricity_demand_mechanical_ventilation_fans_table_4f,electricity_demand_warm_air_heating_systems_fans_table_4f,electricity_demand_central_heating_pump_or_water_pump_table_4f,electricity_demand_oil_boiler_pump_table_4f,electricity_demand_boiler_flue_fan_table_4f,electricity_demand_keep_hot_facility_gas_combi_boiler_table_4f,electricity_demand_pump_for_solar_water_heating_table_4f,electricity_demand_pump_for_storage_WWHRS_Table_G3,electricity_generated_by_PV_Appendix_M,electricity_generated_by_wind_turbine_appendix_M,electricity_used_or_generated_by_micro_CHP_appendix_N,electricity_generated_by_hydro_electric_generator_appendix_M,appendix_Q_energy_saved,appendix_Q_energy_used,space_heating_fuel_price_main_system_1,space_heating_fuel_price_main_system_2,space_heating_fuel_price_secondary,water_heating_high_rate_fraction_table_13,water_heating_low_rate_fraction_table_13,high_rate_fuel_price,low_rate_fuel_price,water_heating_fuel_price_other,space_cooling_fuel_used,space_cooling_fuel_price,electricity_for_pumps_fans_electric_keep_hot,fuel_price_for_pumps_fans_electric_keep_hot,fuel_price_for_lighting,additional_standing_charges_table_12,energy_saving_generation_technologies,energy_saving_generation_technologies_fuel_price,appendix_Q_energy_used_fuel_price,appendix_Q_energy_saved_fuel_price,energy_cost_deflator,space_heating_fuel_emission_factor_main_system_1,space_heating_fuel_emission_factor_main_system_2,space_heating_fuel_emission_factor_secondary,water_heating_fuel_emission_factor,space_cooling_fuel_emission_factor,fuel_emission_factor_for_pumps_fans_electric_keep_hot,fuel_emission_factor_for_lighting,energy_saving_generation_technologies_fuel_emission_factor,appendix_Q_energy_used_fuel_emission_factor,appendix_Q_energy_saved_fuel_emission_factor
"[0,49.95,48.99]","[0,2.3,2.3]",0,0,0,0,0,0,0,0,0,0,2,0.25,0,0.05,0,0,"[5.1,5.0,4.9,4.4,4.3,3.8,3.8,3.7,4.0,4.3,4.5,4.7]",natural ventilation or whole house positive input ventilation from loft,0.5,0,0,0,10.92,3,0,1.4,15.11,4.8,0,0,0,0,0,49.95,0.76,75,0,0,0,0,0,0,0,113.64,26.03,2.1,17,49.95,0,2.3,9,0,0,0,0,0,0,0,163.3,9,44.2,18,44.2,9,32.027,2.73,"[1.1,1.06,1.02,0.98,0.94,0.9,0.9,0.94,0.98,1.02,1.06,1.1]","[31,28,31,30,31,30,31,31,30,31,30,31]","[41.2,41.4,40.1,37.6,36.4,33.9,30.4,33.4,33.5,36.3,39.4,39.9]",0,0,0,0,0,0,0,"[0,0,0,0,0,0,0,0,0,0,0,0]","[50.9589,46.0274,50.9589,49.31507,50.9586,49.31507,50.5989,50.9586,49.31507,50.9589,49.31507,50.9589]","[0,0,0,0,0,0,0,0,0,0,0,0]",0,10,0.7,15.11,0.83,0.9,"[1,2,3,4,5,6,7,8,9,10,11,12]","[10,10,10,10,10,10,10,10,10,10,10,10]","[26,54,96,150,192,200,189,157,115,66,33,21]","[-20.7,-12.8,-1.8,9.8,18.8,23.1,21.2,13.7,2.9,-8.7,-18.4,-23.0]",53.5,90,0.77,0,0.77,0,0.77,0,0.77,0,0,8.99,0,0,0,4.91,0,1.21,0,0,"[0,0,0,0,0,0,0,0,0,0,0,0]",0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,2,21,"[4.3,4.9,6.5,8.9,11.7,14.6,16.6,16.4,14.1,10.6,7.1,4.2]",7,8,0,8,7,8,0,8,1,19.05,0,0,0,66,0,0,0,gas/oil boiler main system,0,57,"[0,0,0,0,0,0,0,0,0,0,0,0]",0,0,120,0,0,900,0,0,[0],[0],[0],[0],[0],[0],3.48,0,0,0,1,0,3.48,0,0,0,1020,13.19,13.19,174,[0],[0],[0],[0],0.42,0.216,0,0,0.216,0,0.519,0.519,[0],[0],[0]
